	Episesarma_versicolor1	Episesarma_versicolor2	Episesarma_versicolor3	Parasesarma_affine	Parasesarma_continentale	Orisarma_dehaani1	Orisarma_dehaani2	Orisarma_dehaani3	Orisarma_intermedium	Orisarma_sinense	Clistocoeloma_villosum	Fasciarma_fasciatum	Macrophthalmus_definitus1	Macrophthalmus_definitus2	Macrophthalmus_definitus3	Mictyris_brevidactylus	Metaplax_longipes1	Metaplax_longipes2	Metaplax_longipes3	Metaplax_tredecim1	Metaplax_tredecim2	Metaplax_tredecim3	Metaplax_tredecim4	Gelasimus_borealis1	Gelasimus_borealis2	Gelasimus_borealis3	Tubuca_arcuata1	Tubuca_arcuata2	Paraleptuca_splendida1	Paraleptuca_splendida2	Ocypode_ceratophthalmus	Hemigrapsus_penicillatus	Metopograpsus_frontalis1	Metopograpsus_frontalis2	Metopograpsus_frontalis3	Etisus_laevimanus	Leptodius_affinis	Thalamita_danae1	Thalamita_danae2	Scylla_paramamosain	Epixanthus_frontalis1	Epixanthus_frontalis2	Epixanthus_frontalis3
Thermopetrobacter (no order in NCBI)	0	37	8	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	29	0
Thermorudis (no order in NCBI)	0	4	0	9	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermosediminibacterales	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermotogae bacterium (no order in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	6	0	0	0	0	0	0	0	0
Thermotogales	0	55	0	58	2	13	0	12	0	0	0	0	23	37	4	6	0	9	18	6	6	6	6	76	105	76	51	19	87	38	0	8	50	29	26	289	0	0	0	0	65	10	0
Thiohalorhabdus (no order in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	9	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thiolapillus (no order in NCBI)	0	28	0	0	0	0	0	0	0	0	0	0	48	68	28	14	0	14	0	1	7	20	6	31	11	9	15	0	0	0	0	0	68	29	17	14	0	0	0	0	0	0	0
Thiotrichales	375	2566	540	1336	37	1456	685	595	194	175	512	361	913	1016	421	1411	116	942	310	139	163	372	9356	1450	932	820	2543	148	2881	1117	621	154	3004	948	1157	5593	321	175	406	22	1284	649	1498
Tissierellales	9	476	39	45	0	308	34	330	100	98	52	171	0	6	0	126	7	29	120	42	28	130	86	460	332	115	22	109	0	0	321	0	47	26	22	523	29	0	26	44	217	88	56
Trueperales	6	203	4	62	0	0	0	2	0	34	0	0	0	0	0	14	0	0	0	0	0	0	0	4	6	3	3	4	0	18	0	0	8	14	24	8	0	44	0	0	84	0	10
Unclassified Abditibacteria	0	0	0	0	0	6	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified Acidimicrobiia	2926	244708	8685	3666	1762	1316	5614	688	32	463	189	3146	10683	7926	4205	14161	245	13503	127	1377	648	3761	1852	19761	13314	7592	52248	2121	38021	58937	14	3922	9104	13812	23178	64222	49	381	1605	0	240592	16144	10769
Unclassified Acidithiobacillia	2	20	0	0	0	16	0	2	0	0	0	5	39	40	14	87	0	0	0	0	0	0	0	4	12	6	52	0	0	0	0	0	16	1	20	65	0	0	0	0	0	0	0
Unclassified Acidobacteria	2037	73735	3516	8590	1891	1047	4153	540	290	1861	1229	11605	17134	16776	7651	39403	771	25280	2727	2175	1676	14547	5600	14251	10796	8192	443416	7788	9170	10678	104	3820	22475	24122	8032	37308	653	384	171	0	1220352	15632	185733
Unclassified Acidobacteriia	20	843	14	40	0	10	2	2	0	33	0	132	49	16	25	56	4	40	2	1	2	4	4	54	37	18	789	7	246	71	0	0	42	48	53	412	0	0	0	0	61	4	93
Unclassified Actinobacteria	24300	2786206	71011	35000	16707	44574	92446	53052	1946	51813	18695	48120	68605	49350	26604	111215	2475	91455	2094	12248	6532	31892	16845	148804	107404	68060	467381	16874	308660	483144	3028	27696	65260	100078	165428	398541	901	2836	17021	169	3160219	83755	60211
Unclassified Actinomycetia	21398	2727121	94420	30223	14883	231719	333116	129953	6804	498304	142075	70466	46887	24878	16431	72355	2350	26864	2284	11238	5122	38844	12522	77930	64980	37869	623474	10907	140282	188637	1281	9602	25050	66747	73954	115195	2179	2662	16432	916	83150	15583	27178
Unclassified Alphaproteobacteria	51628	1273897	130258	111699	40232	83516	65740	14199	12324	81402	8990	192743	88239	64341	34405	125422	54614	94230	107535	37375	48136	140644	95172	325026	245592	118974	433051	90847	174034	380159	25943	31610	262208	210083	286283	1753387	10033	41971	19904	5441	542199	305577	226785
Unclassified Anaerolineae	706	37622	1913	561	244	294	125	293	99	132	67	125	4856	6074	2379	4175	30	1118	369	314	201	1514	534	1157	960	563	24167	1456	2533	2888	0	104	924	1533	1187	2753	1155	260	268	0	46735	1417	9918
Unclassified Aquificae	58345	10741	53563	11324	267	25549	36556	23194	31807	28696	66162	249636	39776	30383	46403	44682	16249	34479	27250	26939	26762	20448	26068	29906	30357	31275	14085	18468	18239	12540	49456	70614	59380	69146	86919	21524	40160	29948	24132	66	30481	32312	30136
Unclassified Ardenticatenia	2	1006	38	2	8	0	0	0	0	0	16	12	70	48	30	212	0	16	0	0	6	28	6	112	158	77	784	4	183	113	0	48	156	107	112	236	28	8	0	0	106	2	215
Unclassified Armatimonadetes	189	8171	438	803	120	54	46	31	0	81	6	216	826	563	312	2224	104	135	36	72	46	307	102	1299	1134	584	1549	42	285	1187	36	46	729	1031	1657	3800	61	91	10	0	141	173	426
Unclassified Armatimonadia	0	20	0	16	7	0	14	0	0	0	0	0	25	21	14	23	0	0	0	4	1	8	1	25	16	10	96	4	0	31	0	0	43	22	6	50	0	0	0	0	19	0	34
Unclassified Bacilli	15485	9322	12991	17547	181	20487	9060	18933	4350	12343	8529	22297	6886	5425	7401	15210	8924	18380	15499	14033	12229	14108	15763	6616	6672	5097	7580	6622	978	20837	22533	5136	6220	8697	8290	19585	5479	515	10549	23921	49808	17757	78569
Unclassified Bacteria	382047	4761359	505108	3763955	120446	8980764	1012811	1490031	254672	805276	359688	931049	481510	448477	327604	1629394	282998	812974	1588908	295363	301273	846247	928582	4769922	3544133	1253215	2738558	426379	580920	7773611	5742352	400451	2382317	2644171	1901049	7072094	686723	350267	3984466	5209107	10703614	4736088	18069990
Unclassified Bacteroidetes	202750	4220979	473449	331097	6892	78211	14194	9986	78673	20642	17808	302518	34943	41192	19107	379129	111223	488156	301485	68793	77183	994160	131144	458036	370532	171534	228736	92624	29544	314491	283408	45839	475407	112202	188314	174751	67779	101469	15257	8282	6352305	4510008	3956532
Unclassified Bacteroidia	91400	1020366	183947	209384	313	162021	113	4466	29615	503	4713	53375	765	901	287	6664	37937	128277	264738	66702	34019	172826	142990	60819	45821	1238	85085	17598	290	2817	979	6965	5266	1784	3227	2792	784	407	105	4187	2164964	842001	2047131
Unclassified Balneolaeota	11	243	37	34	0	8	0	0	0	12	14	6	20	12	1	104	0	48	4	2	6	39	8	28	25	13	172	5	8	31	0	8	80	14	38	58	18	0	0	0	57	18	160
Unclassified Balneolia	7	242	6	73	0	0	0	0	10	10	0	8	12	2	0	43	0	0	0	0	0	16	2	23	18	6	66	0	0	37	0	0	98	26	4	28	0	68	0	0	0	3454	0
Unclassified Betaproteobacteria	1637	24938	1979	14932	521	16008	2113	1467	336	12584	660	12699	6843	7984	3953	10184	1005	70551	5145	970	1081	2804	1512	10806	8239	5453	577315	6647	2637	5414	458	1206	14139	5751	7194	43846	457	695	709	15	7509	2379	10724
Unclassified Blastocatellia	2	280	9	89	0	51	59	49	0	0	8	16	63	63	16	110	0	38	13	0	2	26	0	57	26	35	348	2	0	98	0	8	38	43	22	166	23	18	0	0	3308	5	128
Unclassified Caldilineae	14	1136	71	0	8	0	0	0	0	45	0	0	115	114	49	332	0	14	0	2	19	74	24	103	109	66	536	4	302	264	0	0	22	59	102	141	113	0	0	0	20	0	138
Unclassified Caldiserica	2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	2	0	8	0	1	6	6	0	0	0	0	0	0	6	6	2	0	0	0	0	0	31	48	91
Unclassified Caldisericia	0	6	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified Calditrichae	2	62	4	7	0	0	0	0	0	0	10	0	16	50	8	93	16	28	84	0	0	8	0	31	23	10	16	0	4	37	0	0	41	25	24	304	0	0	0	0	0	0	0
Unclassified Calditrichaeota	57	364	83	51	2	6	0	109	0	8	14	18	16	22	10	59	7	46	6	0	8	53	2	100	70	36	247	21	0	32	8	10	82	69	42	229	149	31	16	0	49	552	186
Unclassified candidate division NC10	0	12	4	0	0	0	0	0	0	0	0	0	0	0	0	16	0	2	4	4	1	5	0	2	0	4	50	0	0	4	0	0	14	1	14	105	0	0	0	0	0	0	6
Unclassified Candidatus Abawacabacteria	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	10	0
Unclassified Candidatus Absconditabacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified Candidatus Abyssubacteria	2	33	0	0	0	0	0	0	0	0	0	0	10	8	4	32	0	6	4	2	3	9	0	31	11	3	47	2	0	20	0	0	0	0	0	94	0	0	0	0	0	0	77
Unclassified Candidatus Adlerbacteria	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified Candidatus Aerophobetes	0	34	6	25	0	0	0	0	0	0	0	0	6	18	4	0	0	0	0	0	0	0	0	0	4	0	14	0	0	0	0	0	8	2	0	20	0	0	0	0	0	0	0
Unclassified Candidatus Amesbacteria	0	46	0	0	0	2	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	14	0	100	38	0	0	2	4	0	0	0	0	0	0	0	0	0
Unclassified Candidatus Aminicenantes	31	785	15	78	8	124	167	134	108	44	10	6	83	105	40	151	18	100	20	10	40	86	40	155	121	125	997	4	155	69	0	16	191	106	58	508	25	26	0	0	6	46	248
Unclassified Candidatus Andersenbacteria	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
Unclassified Candidatus Atribacteria	40	380	61	33	0	0	0	0	0	16	0	0	12	12	0	6	4	28	6	0	17	37	14	47	48	38	110	0	0	16	0	0	41	16	17	65	0	0	0	0	0	0	144
Unclassified Candidatus Aureabacteria	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	4	0	6	2	2	2	0	0	0	0	0	0	0	0
Unclassified Candidatus Azambacteria	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	8	0	0	6	33	0	1	2	9	0	0	0	0	0	0	0	0
Unclassified Candidatus Babeliae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified Candidatus Beckwithbacteria	2	58	2	0	2	0	14	0	25	0	0	0	0	0	0	0	15	0	0	12	1	2	14	6	9	0	28	0	0	4	0	0	0	8	0	0	0	0	0	10	14	4	0
Unclassified Candidatus Berkelbacteria	0	1194	2	0	0	0	0	0	10	0	0	5	0	0	0	80	0	0	0	0	0	0	0	0	0	0	12	0	0	4	0	0	6	4	8	0	0	0	0	0	10	24	10
Unclassified Candidatus Binatia	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified Candidatus Binatota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified Candidatus Bipolaricaulota	2	232	9	0	0	17	18	0	0	0	0	8	20	18	0	106	0	5	1	2	0	4	0	4	4	4	72	0	72	82	0	14	20	8	0	188	48	0	0	0	41	25	35
Unclassified Candidatus Blackburnbacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified Candidatus Brennerbacteria	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified Candidatus Brocadiae	4	175	17	9	0	29	7	0	0	16	0	16	50	42	19	83	2	4	0	2	4	20	2	203	170	160	127	0	0	26	0	0	129	70	115	204	18	0	0	0	0	0	40
Unclassified Candidatus Buchananbacteria	0	54	2	0	0	0	0	0	15	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	7	0	0	0	0	0	0	0
Unclassified Candidatus Calescamantes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified Candidatus Campbellbacteria	0	42	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	4	61	76	10	0	0	100	482	75	0	0	0	0	0	0	0	0	0	1130	1612	53
Unclassified Candidatus Cerribacteria	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified Candidatus Chisholmbacteria	0	8	0	10	0	0	0	0	0	0	0	0	2	4	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0
Unclassified Candidatus Cloacimonetes	14	354	85	76	8	67	0	27	0	26	0	10	2	12	2	68	8	12	12	0	4	31	24	118	70	33	131	96	0	47	0	0	63	45	6	101	34	46	0	0	97	50	186
Unclassified Candidatus Coatesbacteria	0	32	0	0	0	0	0	0	0	0	0	10	0	0	0	42	0	0	0	0	0	0	0	3	6	4	24	0	0	0	0	0	17	10	14	0	14	0	0	0	0	0	0
Unclassified Candidatus Collierbacteria	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	10	0	0	0	28	24	0
Unclassified Candidatus Colwellbacteria	4	14	6	12	0	0	0	0	0	0	0	0	0	0	0	0	12	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	6	0	0	0	0	0	0	0	19
Unclassified Candidatus Curtissbacteria	4	50	2	0	0	0	11	8	0	0	15	0	0	0	0	0	0	7	0	0	0	0	0	4	0	0	0	0	18	10	0	0	0	0	0	0	0	0	0	0	0	10	0
Unclassified Candidatus Dadabacteria	161	741	79	719	4	0	0	0	0	16	0	26	102	92	81	576	4	90	30	8	15	78	24	34	22	6	1599	39	42	70	0	56	168	77	465	457	8	84	0	0	226	142	470
Unclassified Candidatus Daviesbacteria	4	24	10	34	6	2	6	0	0	0	0	6	0	0	0	50	0	10	6	2	0	22	12	0	0	0	6	0	0	12	0	0	55	18	38	10	0	10	4	0	10	0	0
Unclassified Candidatus Delongbacteria	20	178	22	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	14	0	0	8	0	12	1	0	42	0	0	16	0	0	16	14	6	10	22	0	0	0	2899	264	661
Unclassified Candidatus Desantisbacteria	0	8	0	8	0	0	0	0	0	0	0	0	6	2	0	22	0	4	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
Unclassified Candidatus Dormibacteraeota	3	280	2	0	0	8	67	30	0	36	0	38	28	22	6	110	0	0	0	0	0	6	0	25	9	7	1838	37	10	6	0	6	0	0	0	6	0	0	0	0	70	0	0
Unclassified Candidatus Doudnabacteria	0	82	4	56	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	2	2	8	2	0	0	0	50	0	0	13	0	0	0	12	4	1126	0	0	0	0	0	30	14
Unclassified Candidatus Edwardsbacteria	2	65	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified Candidatus Eisenbacteria	0	351	18	47	14	36	1	0	0	4	14	20	51	41	14	160	0	36	6	6	14	60	17	161	115	88	573	14	0	16	0	4	122	128	61	290	9	0	0	0	0	65	304
Unclassified Candidatus Eremiobacteraeota	0	46	0	0	0	0	0	0	0	21	0	0	0	0	0	14	0	6	6	0	0	0	0	20	7	6	28	0	0	8	0	0	18	0	0	6	0	0	0	0	0	0	0
Unclassified Candidatus Falkowbacteria	9	402	19	46	0	35	40	0	0	34	0	38	0	0	0	62	0	10	0	0	7	14	32	186	152	122	78	0	0	42	0	66	100	33	0	105	0	51	0	0	8	4	42
Unclassified Candidatus Fermentibacteria	138	481	62	0	0	8	24	0	23	0	40	12	21	26	4	70	0	65	6	6	34	123	6	270	208	105	102	1	0	20	0	0	402	43	111	81	0	36	0	0	0	0	33
Unclassified Candidatus Fermentibacteria (class)	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified Candidatus Firestonebacteria	0	14	2	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	8	0	0	0	0	0	6	4	2	0	0	0	0	0	15	5	8
Unclassified Candidatus Fischerbacteria	0	10	2	0	0	0	0	0	0	0	0	0	0	10	0	4	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified Candidatus Fraserbacteria	0	6	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	8	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
Unclassified Candidatus Giovannonibacteria	11	6	0	12	2	0	0	0	0	0	0	4	0	0	0	0	0	12	0	0	0	16	0	0	38	0	38	0	0	18	0	6	0	1	4	0	0	0	0	0	0	0	30
Unclassified Candidatus Glassbacteria	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	30	0	0	0	0	0	6	0	0	39	0	0	0	0	0	0	0
Unclassified Candidatus Goldbacteria	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified Candidatus Gottesmanbacteria	0	99	23	38	0	0	8	8	0	0	40	12	0	0	0	8	0	0	0	0	4	0	2	5	3	0	36	0	50	24	0	0	0	0	0	43	0	0	0	0	0	0	0
Unclassified Candidatus Gracilibacteria	4	63	12	20	0	84	34	6	350	31	10	132	6	10	1	12	0	4	0	0	9	6	36	960	5595	340	67	6	149	1235	52	6	168	20	9	44	0	20	0	0	116032	53724	39
Unclassified Candidatus Handelsmanbacteria	13	20	4	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	0	0	0	27	0	0	18	0	0	8	41	8	66	0	0	0	0	55	0	0
Unclassified Candidatus Harrisonbacteria	5	22	6	0	0	0	0	0	0	0	6	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	12	6	8	0	8	2	0	0	0	0	0	0	0	0	0
Unclassified Candidatus Hydrogenedentes	26	415	17	78	0	20	3	0	0	16	0	45	38	63	36	238	0	37	0	0	2	32	2	84	74	27	382	54	324	199	18	14	65	96	111	404	0	22	16	0	55	10	93
Unclassified Candidatus Hydrothermae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10
Unclassified Candidatus Jacksonbacteria	0	17	0	0	0	0	0	0	0	0	0	16	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	8	0	0	0	0	0	0	0
Unclassified Candidatus Jorgensenbacteria	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
Unclassified Candidatus Kaiserbacteria	98	133	4	24	0	142	16	4	0	0	0	1194	5	9	6	16	0	86	18	2	2	27	3	157	189	134	70	0	0	48	60	0	54	33	28	124	0	26	10	0	72	158	137
Unclassified Candidatus Kapabacteria	0	6	0	8	0	0	0	0	0	0	0	8	0	0	0	6	0	8	0	0	0	0	0	25	2	3	6	0	0	0	14	0	0	0	0	0	0	0	0	0	0	34	0
Unclassified Candidatus Kerfeldbacteria	0	54	0	24	0	8	12	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	28	0	8	24	0	0	4	4	12	27	0	0	0	0	0	0	22
Unclassified Candidatus Komeilibacteria	0	8	8	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	4	0	0	14	0	0	0	0	7
Unclassified Candidatus Krumholzibacteria	2	88	6	0	0	0	0	0	0	0	0	0	10	22	0	6	0	72	4	0	0	6	0	40	40	24	167	0	0	0	0	4	9	10	4	34	0	0	0	0	0	16	0
Unclassified Candidatus Krumholzibacteriota	7	82	4	32	0	0	0	0	0	0	0	0	4	6	0	33	0	10	0	0	0	0	0	35	17	48	26	0	21	44	0	0	0	0	0	16	0	0	0	0	199	0	86
Unclassified Candidatus Kryptonia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0
Unclassified Candidatus Kuenenbacteria	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified Candidatus Lambdaproteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0	8	0	4	0	0	0	0	0	0	2	0	0	16	0	0	20	0	0	0	0	0	0	0
Unclassified Candidatus Latescibacteria	14	400	14	42	6	4	12	0	26	12	4	10	35	37	29	246	18	92	6	11	6	42	10	9	18	3	332	31	0	36	0	0	53	22	50	380	0	30	0	0	120	30	342
Unclassified Candidatus Levybacteria	144	2750	214	96	35	35	15	4	202	12	401	18	63	41	14	560	55	23	22	19	16	134	58	21	31	13	569	34	32	157	0	0	214	75	27	36	0	0	67	0	0	0	0
Unclassified Candidatus Limnocylindria	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified Candidatus Lindowbacteria	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	22	0	0	0	0	0	6	15	3	20	3	0	0	0	0	51	11	5	12	0	0	0	0	0	0	0
Unclassified Candidatus Liptonbacteria	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
Unclassified Candidatus Lloydbacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	7
Unclassified Candidatus Magasanikbacteria	9	96	2	4	0	4	1	22	0	0	0	10	0	9	0	0	0	0	0	0	0	0	0	3	0	4	38	0	0	0	0	0	8	6	16	14	0	4	6	0	22	49	12
Unclassified Candidatus Margulisbacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	46	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified Candidatus Marinamargulisbacteria	0	14	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0
Unclassified Candidatus Marinimicrobia	27	800	105	46	2	33	12	0	193	32	0	20	36	51	32	137	6	8	4	13	16	72	19	165	167	51	153	6	108	82	64	0	245	59	118	1652	32	99	0	0	116	60	313
Unclassified Candidatus Melainabacteria	319	6896	32	57	0	4	10	10	88	0	16	136	4	0	2	0	10	4	2	0	8	32	2	17	5	14	66	0	0	53	6	0	32	12	4	180	0	18	0	5	77	13	61
Unclassified Candidatus Microgenomates	0	56	2	13	0	51	8	0	0	0	0	0	0	0	0	44	0	0	0	0	4	2	2	45	38	22	46	0	0	8	0	6	10	20	7	40	10	0	0	0	16	0	0
Unclassified Candidatus Moranbacteria	103	35864	88	118	0	44	0	0	123	0	0	206	0	4	4	248	0	28	17	3	8	26	16	32	27	6	171	18	12	81	0	12	69	94	61	12	0	34	0	0	79	49	134
Unclassified Candidatus Muproteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	62	9	0	0	0	0	10	5	4	35	0	0	12	0	0	0	0	0	390	0	0	0	0	0	0	0
Unclassified Candidatus Nealsonbacteria	6	374	26	81	2	0	0	0	0	0	0	34	18	37	10	217	5	14	0	6	16	16	2	218	144	164	222	21	62	55	0	0	63	47	66	291	0	0	0	0	26	34	10
Unclassified Candidatus Niyogibacteria	0	26	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
Unclassified Candidatus Nomurabacteria	2	105	6	32	25	17	0	2	0	0	0	86	9	0	0	28	0	8	0	6	0	23	4	13	22	12	95	0	0	74	358	0	30	0	0	21	0	0	0	0	439	929	110
Unclassified Candidatus Omnitrophica	38	409	18	163	0	43	32	12	13	29	51	59	22	40	14	213	18	74	7	29	20	86	19	269	206	231	457	6	22	94	22	19	260	208	243	1242	24	26	0	0	81	111	433
Unclassified Candidatus Ozemobacteria	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified Candidatus Pacebacteria	492	516	4	287	0	32	0	4	0	0	0	114	0	0	0	68	0	8	0	2	4	4	0	4	8	0	29	3	0	18	0	0	39	8	0	0	0	0	12	0	8	0	15
Unclassified Candidatus Parcubacteria	110	279	22	21	0	6	0	8	46	0	0	143	33	45	42	106	13	102	22	2	0	42	12	121	81	41	378	0	0	152	50	4	174	65	52	195	0	8	6	0	86	253	39
Unclassified Candidatus Peregrinibacteria	78	289	77	4	0	4	36	0	35	0	15	6	14	12	2	16	0	36	0	0	0	46	22	88	61	39	113	0	0	79	0	6	57	36	82	42	22	12	0	0	18	25	83
Unclassified Candidatus Peribacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	14	0	32	0	0	0	0	0	8	0	0	12	0	0	0	0	0	0	0
