	Episesarma_versicolor1	Episesarma_versicolor2	Episesarma_versicolor3	Parasesarma_affine	Parasesarma_continentale	Orisarma_dehaani1	Orisarma_dehaani2	Orisarma_dehaani3	Orisarma_intermedium	Orisarma_sinense	Clistocoeloma_villosum	Fasciarma_fasciatum	Macrophthalmus_definitus1	Macrophthalmus_definitus2	Macrophthalmus_definitus3	Mictyris_brevidactylus	Metaplax_longipes1	Metaplax_longipes2	Metaplax_longipes3	Metaplax_tredecim1	Metaplax_tredecim2	Metaplax_tredecim3	Metaplax_tredecim4	Gelasimus_borealis1	Gelasimus_borealis2	Gelasimus_borealis3	Tubuca_arcuata1	Tubuca_arcuata2	Paraleptuca_splendida1	Paraleptuca_splendida2	Ocypode_ceratophthalmus	Hemigrapsus_penicillatus	Metopograpsus_frontalis1	Metopograpsus_frontalis2	Metopograpsus_frontalis3	Etisus_laevimanus	Leptodius_affinis	Thalamita_danae1	Thalamita_danae2	Scylla_paramamosain	Epixanthus_frontalis1	Epixanthus_frontalis2	Epixanthus_frontalis3
bacterium AMD02 (no phylum in NCBI)	0	0	0	0	0	34	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacterium BFN5 (no phylum in NCBI)	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacterium BMS3Abin11 (no phylum in NCBI)	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacterium BMS3Bbin10 (no phylum in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0
bacterium BMS3Bbin11 (no phylum in NCBI)	0	16	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacterium endosymbiont of Escarpia laminata (no phylum in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0
bacterium HR12 (no phylum in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	44	23	31	0	0	0	0	0	0	0	0
bacterium HR29 (no phylum in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacterium HR39 (no phylum in NCBI)	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacterium J17 (no phylum in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
bacterium JGI (no phylum in NCBI)	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacterium M21 (no phylum in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
bacterium MnTg02 (no phylum in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0
bacterium MnTg03 (no phylum in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	55	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacterium NHP-B (no phylum in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	61	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	8	0	0	0	0	0	0	0	0
bacterium SCGC (no phylum in NCBI)	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacterium symbiont of Theonella swinhoei pTSMAC1 (no phylum in NCBI)	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacterium TMED277 (no phylum in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	4	0	2	0	0	0	19	0	6	8	4	0	10	0	0	0	0	0	0	0
bacterium TMED88 (no phylum in NCBI)	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	6	63	2	0	23	0	0	0	0	0	0	0
Bacteroidetes	578764	7805562	1895653	1349624	16711	336738	71197	30169	185501	41553	72567	1265306	106405	122398	57807	737862	178243	738179	1106067	189747	196989	1385064	370208	1072156	828085	445323	473130	1393984	61616	715306	2744028	124491	1689167	295920	479280	650288	146920	182038	138847	53419	12767753	10176949	11113614
Balneolaeota	35	1145	102	156	22	29	4	2	10	22	20	36	141	162	45	419	2	162	219	40	38	224	90	286	188	113	647	36	8	145	82	52	1106	268	165	637	56	93	34	0	99	4308	285
Bathymodiolus brooksi thiotrophic gill symbiont (no phylum in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0
Caldiserica	2	20	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	4	8	2	0	8	0	1	6	6	12	0	0	0	0	0	6	6	2	0	0	0	0	0	31	48	91
Calditrichaeota	112	532	109	108	14	22	0	109	0	8	24	37	68	125	22	223	29	100	98	4	21	146	49	216	139	75	367	29	12	78	8	10	202	160	97	798	149	31	16	0	49	610	309
candidate division NC10	0	42	8	0	0	0	0	0	0	0	0	0	0	0	0	16	0	2	4	4	1	5	0	26	16	10	50	0	0	4	0	0	18	7	31	222	0	0	0	0	0	0	6
Candidatus Abawacabacteria	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	10	0
Candidatus Absconditabacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Abyssubacteria	2	33	0	0	0	0	0	0	0	0	0	0	10	8	4	32	0	6	4	2	3	9	0	33	17	5	55	2	0	20	0	0	0	0	0	94	0	0	0	0	0	0	77
Candidatus Adamsella (no phylum in NCBI)	0	74	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	14	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Adlerbacteria	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Aegiribacteria (no phylum in NCBI)	0	25	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Aerophobetes	0	34	6	25	0	0	0	0	0	0	0	0	6	18	4	0	0	0	0	0	0	0	0	0	4	0	28	0	0	8	0	0	8	2	0	20	0	0	0	0	0	0	0
Candidatus Amesbacteria	0	46	0	0	0	2	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	14	0	100	38	0	0	2	4	0	0	0	0	0	0	0	0	0
Candidatus Aminicenantes	35	873	19	84	8	124	167	134	108	44	10	6	83	109	40	151	18	145	28	10	40	86	40	206	191	174	1296	4	155	69	0	16	201	109	65	524	25	26	0	0	6	46	248
Candidatus Andersenbacteria	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
Candidatus Atribacteria	40	412	65	33	0	0	0	0	0	16	0	0	16	16	0	6	4	28	6	0	17	37	14	47	48	38	126	0	0	16	0	0	41	16	17	65	0	0	0	0	0	0	144
Candidatus Aureabacteria	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	4	0	6	2	2	2	0	0	0	0	0	0	0	0
Candidatus Azambacteria	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	8	0	0	6	33	0	1	2	9	0	0	0	0	0	0	0	0
Candidatus Babeliae (no phylum in NCBI)	0	0	0	34	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	4	3	4	2	0	4	0	0	12	0	0	0	0	0	0	0	0	0	0
Candidatus Beckwithbacteria	2	64	12	0	2	0	14	0	25	0	0	0	0	0	0	0	15	0	0	12	1	2	14	6	9	0	28	0	0	4	0	0	0	8	0	0	0	0	0	10	14	4	0
Candidatus Berkelbacteria	0	1194	2	0	0	0	0	0	10	0	0	5	0	0	0	80	0	0	0	0	0	0	0	0	0	0	12	0	20	6	0	0	6	4	8	0	0	0	0	0	10	24	10
Candidatus Binatota	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Bipolaricaulota	2	232	9	0	0	17	18	0	0	0	0	8	20	18	0	106	0	5	1	2	0	4	0	4	4	4	84	2	72	82	0	14	20	8	0	188	48	0	0	0	41	25	35
Candidatus Blackburnbacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Brennerbacteria	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Buchananbacteria	0	54	2	0	0	0	0	0	15	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	7	0	0	0	0	0	0	0
Candidatus Calescamantes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Campbellbacteria	0	42	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	4	67	89	16	0	0	100	529	75	0	0	0	0	0	0	0	0	0	1249	1832	53
Candidatus Cerribacteria	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Chazhemtobacteraceae (no phylum in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Chisholmbacteria	0	8	0	10	0	0	0	0	0	0	0	0	2	4	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0
Candidatus Cloacimonetes	14	358	86	76	8	77	8	31	0	26	0	10	2	12	2	68	8	12	12	0	4	31	24	118	70	33	131	96	0	47	0	0	63	45	6	101	34	46	0	0	97	50	186
Candidatus Coatesbacteria	0	32	0	0	0	0	0	0	0	0	0	10	0	0	0	42	0	0	0	0	0	0	0	3	6	4	24	0	0	0	0	0	17	10	14	0	14	0	0	0	0	0	0
Candidatus Collierbacteria	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	10	0	0	0	28	24	0
Candidatus Colwellbacteria	4	14	6	12	0	0	0	0	0	0	0	0	0	0	0	0	12	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	6	0	0	0	0	0	0	0	19
Candidatus Curtissbacteria	4	65	2	0	0	0	11	8	0	0	15	0	0	0	0	0	0	7	0	0	0	0	0	4	0	0	0	0	18	10	0	0	0	0	0	0	0	0	0	0	0	10	0
Candidatus Dadabacteria	182	969	108	819	10	0	0	0	0	42	0	34	102	92	81	1175	4	122	36	13	15	90	30	34	22	6	2372	50	42	97	0	56	735	110	1356	539	86	103	0	0	283	182	772
Candidatus Daviesbacteria	4	24	10	34	6	2	6	0	0	0	0	6	0	0	0	50	0	10	6	2	0	22	12	0	0	0	6	0	0	12	0	0	55	18	38	10	0	10	4	0	10	0	0
Candidatus Delongbacteria	24	216	24	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	14	0	0	8	0	12	1	0	42	0	0	16	0	0	16	14	6	10	22	0	0	0	2899	264	677
Candidatus Dependentiae bacterium (no phylum in NCBI)	0	0	0	16	0	249	12	8	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Desantisbacteria	0	8	0	8	0	0	0	0	0	0	0	0	6	2	0	22	0	4	2	0	0	0	0	0	0	0	6	0	0	0	0	0	6	2	0	9	0	0	0	0	0	0	0
Candidatus Dojkabacteria bacterium (no phylum in NCBI)	2	6	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Candidatus Dormibacteraeota	3	303	2	0	0	8	112	30	0	36	0	38	28	22	6	110	0	0	0	0	0	6	0	25	9	7	2212	48	10	18	0	6	0	0	0	8	0	0	0	0	70	0	0
Candidatus Doudnabacteria	0	90	4	56	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	2	2	8	2	0	0	0	50	0	0	13	0	0	0	12	4	1126	0	0	0	0	0	30	14
Candidatus Edwardsbacteria	2	65	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Eisenbacteria	0	361	18	47	14	36	1	0	0	4	14	20	51	41	16	176	0	36	6	6	14	60	17	169	124	94	579	14	0	16	0	4	122	128	61	290	9	0	0	0	0	87	304
Candidatus Eremiobacteraeota	0	46	0	0	0	0	0	14	0	21	0	0	0	0	0	14	0	6	6	0	0	0	0	20	7	6	28	0	0	8	0	0	18	0	0	6	0	0	0	0	0	0	0
Candidatus Falkowbacteria	9	402	19	46	0	43	50	4	0	34	0	38	0	0	0	62	0	10	0	0	7	14	32	186	152	122	78	0	0	42	0	66	100	33	0	105	0	51	0	0	8	4	42
Candidatus Fermentibacteria	138	481	62	0	0	8	24	0	23	0	40	28	21	26	4	74	0	65	6	8	34	127	6	270	208	105	102	1	0	20	0	0	402	43	111	81	0	36	0	0	0	0	33
Candidatus Firestonebacteria	0	14	2	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	8	0	0	0	0	0	6	4	2	0	0	0	0	0	15	5	8
Candidatus Fischerbacteria	0	10	2	0	0	0	0	0	0	0	0	0	0	10	0	4	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Fraserbacteria	0	6	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	8	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
Candidatus Giovannonibacteria	11	6	0	12	2	0	0	0	0	0	0	4	0	0	0	0	0	12	0	0	0	16	0	0	38	0	38	0	0	18	0	6	0	1	4	0	0	0	0	0	0	0	30
Candidatus Glassbacteria	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	30	0	0	0	0	0	6	0	0	39	0	0	0	0	0	0	0
Candidatus Goldbacteria	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Gottesmanbacteria	0	99	23	38	0	0	8	8	0	0	40	12	0	0	0	8	0	0	0	0	4	0	2	5	3	0	36	0	50	24	0	0	0	0	0	43	0	0	0	0	0	0	0
Candidatus Gracilibacteria	4	63	12	24	0	84	34	6	350	31	10	132	6	10	1	12	0	4	0	0	9	14	36	1007	5922	376	67	6	149	1267	52	6	168	20	9	44	0	26	0	0	116668	54195	39
Candidatus Handelsmanbacteria	13	20	4	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	0	0	0	27	0	0	18	0	0	8	41	8	86	0	0	0	0	55	0	0
Candidatus Harrisonbacteria	5	22	6	0	0	0	0	0	0	0	6	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	12	6	8	0	8	2	0	0	0	0	0	0	0	0	0
Candidatus Hydrogenedentes	26	452	17	78	0	20	3	0	0	16	0	45	42	65	36	271	0	37	0	0	2	42	2	86	83	27	398	56	324	199	18	14	67	96	113	421	0	22	16	0	55	10	93
Candidatus Hydrothermae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10
Candidatus Jacksonbacteria	0	17	0	0	0	0	0	0	0	0	0	16	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	8	0	0	0	0	0	0	0
Candidatus Jorgensenbacteria	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
Candidatus Kaiserbacteria	98	133	4	24	0	142	16	4	0	0	0	1228	5	9	6	16	0	86	18	2	2	27	3	157	189	134	80	2	0	48	68	0	54	33	28	227	0	26	10	0	72	158	137
Candidatus Kapabacteria	0	6	0	8	0	0	0	0	0	0	0	8	0	0	0	6	0	8	0	0	0	0	0	25	2	3	6	0	0	0	14	0	0	0	0	0	0	0	0	0	0	34	0
Candidatus Kerfeldbacteria	0	54	0	24	0	8	12	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	28	0	8	24	0	0	4	4	12	27	0	0	0	0	0	0	22
Candidatus Komeilibacteria	0	8	8	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	4	0	0	14	0	0	0	0	7
Candidatus Krumholzibacteriota	9	170	10	32	0	0	0	0	0	0	0	0	24	40	2	39	0	94	4	0	0	6	0	101	70	96	246	53	21	44	0	4	9	10	4	50	0	0	0	0	199	16	86
Candidatus Kryptonia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0
Candidatus Kuenenbacteria	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Latescibacteria	14	400	14	71	6	4	12	0	26	12	4	10	36	39	29	350	18	92	6	11	6	42	10	12	18	7	332	31	0	36	0	0	57	22	50	408	0	30	0	0	120	30	342
Candidatus Levybacteria	146	2824	214	96	35	35	15	4	202	16	401	18	63	41	14	572	55	23	22	19	16	134	58	21	31	13	591	34	32	157	0	0	214	75	27	36	0	0	67	0	0	0	0
Candidatus Lindowbacteria	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	22	0	0	0	0	0	6	15	3	20	3	0	0	0	0	51	11	5	12	0	0	0	0	0	0	0
Candidatus Liptonbacteria	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
Candidatus Lloydbacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	7
Candidatus Magasanikbacteria	9	96	2	4	0	4	1	22	20	0	0	10	0	9	0	0	0	0	0	0	0	0	0	3	0	4	38	0	0	0	0	0	8	6	16	14	0	4	6	0	22	49	12
Candidatus Margulisbacteria	2	36	0	30	0	0	0	0	0	0	0	0	0	0	0	12	0	0	22	0	12	10	4	7	2	0	60	13	0	12	0	0	12	10	0	48	0	6	0	0	2	0	20
Candidatus Marinimicrobia	27	816	125	46	2	33	12	0	193	32	0	20	38	55	34	137	6	8	4	13	16	72	19	182	178	55	153	6	108	82	64	0	251	61	120	1652	32	99	0	0	116	60	313
Candidatus Melainabacteria	352	8116	43	57	0	68	12	38	88	0	20	190	4	0	2	40	10	12	4	0	12	50	6	19	7	15	153	0	0	57	30	0	72	12	4	180	0	18	0	5	77	13	61
Candidatus Microgenomates	0	56	2	13	0	51	8	0	0	0	0	0	0	0	0	44	0	0	0	0	4	2	2	45	38	22	46	0	0	8	0	6	10	20	7	40	10	0	0	0	16	0	0
Candidatus Moduliflexus (no phylum in NCBI)	20	180	4	8	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	9	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Moranbacteria	127	37211	98	120	0	44	0	0	123	0	0	206	0	4	4	321	0	28	17	3	8	26	16	32	27	6	192	18	12	81	0	12	69	94	61	12	0	34	0	0	79	49	134
Candidatus Nealsonbacteria	12	503	28	91	2	0	0	0	0	0	0	34	46	47	12	306	5	36	2	8	16	16	4	248	161	187	329	21	62	55	0	0	73	71	74	337	0	0	0	0	26	34	10
Candidatus Niyogibacteria	0	26	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	12	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
Candidatus Nomurabacteria	2	105	6	32	25	17	0	2	0	0	0	86	9	0	0	28	0	8	0	6	0	23	4	13	22	12	95	0	0	74	358	0	30	0	0	21	0	0	0	0	439	929	110
Candidatus Omnitrophica	38	413	18	165	0	43	32	12	13	29	51	59	22	40	14	213	18	74	7	29	20	86	19	271	208	233	469	6	22	94	22	19	264	210	243	1288	24	26	0	0	81	111	433
Candidatus Ozemobacteria (no phylum in NCBI)	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Pacebacteria	522	537	4	287	0	32	0	4	0	0	0	114	0	0	0	68	0	8	0	2	4	4	0	4	8	0	29	3	0	18	0	0	39	8	0	0	0	0	12	0	8	0	15
Candidatus Parcubacteria	136	295	26	21	0	6	0	8	46	0	0	143	39	54	42	106	13	102	22	2	0	50	12	121	81	41	416	0	0	152	50	4	174	65	52	195	0	8	6	0	86	253	39
